station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LFMH,LFMH,2019-09-12 12:00,73.40,48.20,40.85,310.00,4.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,LFMH 121200Z AUTO 31004KT 260V020 CAVOK 23/09 Q1032 NOSIG,M
LFMH,LFMH,2019-09-12 12:30,75.20,50.00,41.14,320.00,4.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LFMH 121230Z AUTO 32004KT 230V040 CAVOK 24/10 Q1032 NOSIG,M
LFMH,LFMH,2019-09-12 13:00,75.20,48.20,38.46,290.00,4.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LFMH 121300Z AUTO 29004KT 230V350 CAVOK 24/09 Q1032 NOSIG,M
LFMH,LFMH,2019-09-12 13:30,77.00,48.20,36.22,M,4.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFMH 121330Z AUTO VRB04KT CAVOK 25/09 Q1031 NOSIG,M
LFMH,LFMH,2019-09-12 14:00,77.00,48.20,36.22,M,5.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFMH 121400Z AUTO VRB05KT CAVOK 25/09 Q1031 NOSIG,M
LFMH,LFMH,2019-09-12 14:30,77.00,48.20,36.22,280.00,4.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFMH 121430Z AUTO 28004KT 210V320 CAVOK 25/09 Q1031 NOSIG,M
LFMH,LFMH,2019-09-12 15:00,77.00,50.00,38.74,300.00,4.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFMH 121500Z AUTO 30004KT 240V350 CAVOK 25/10 Q1031 NOSIG,M
LFMH,LFMH,2019-09-12 15:30,77.00,50.00,38.74,M,3.00,0.00,30.45,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFMH 121530Z AUTO VRB03KT 9999 NSC 25/10 Q1031 NOSIG,M
LFMH,LFMH,2019-09-12 16:00,77.00,50.00,38.74,310.00,5.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFMH 121600Z AUTO 31005KT 270V350 CAVOK 25/10 Q1031 NOSIG,M
LFMH,LFMH,2019-09-12 16:30,77.00,50.00,38.74,330.00,4.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFMH 121630Z AUTO 33004KT 310V020 CAVOK 25/10 Q1031 NOSIG,M
LFMH,LFMH,2019-09-12 17:00,77.00,50.00,38.74,320.00,4.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFMH 121700Z AUTO 32004KT 290V360 CAVOK 25/10 Q1031 NOSIG,M
LFMH,LFMH,2019-09-12 17:30,75.20,50.00,41.14,310.00,3.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LFMH 121730Z AUTO 31003KT CAVOK 24/10 Q1031 NOSIG,M
LFMH,LFMH,2019-09-12 18:00,71.60,48.20,43.42,290.00,2.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,LFMH 121800Z AUTO 29002KT CAVOK 22/09 Q1031 NOSIG,M
LFMH,LFMH,2019-09-12 18:30,66.20,51.80,59.74,120.00,2.00,0.00,30.45,M,4.35,M,NSC,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,66.20,LFMH 121830Z AUTO 12002KT 7000 -RA NSC 19/11 Q1031 NOSIG,M
LFMH,LFMH,2019-09-12 19:00,62.60,53.60,72.38,170.00,3.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFMH 121900Z AUTO 17003KT CAVOK 17/12 Q1031 NOSIG,M
LFMH,LFMH,2019-09-12 19:30,57.20,50.00,76.82,160.00,2.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFMH 121930Z AUTO 16002KT CAVOK 14/10 Q1032 NOSIG,M
LFMH,LFMH,2019-09-12 20:00,59.00,50.00,72.01,M,2.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFMH 122000Z AUTO VRB02KT CAVOK 15/10 Q1032 NOSIG,M
LFMH,LFMH,2019-09-12 20:30,57.20,51.80,82.12,M,2.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFMH 122030Z AUTO VRB02KT CAVOK 14/11 Q1032,M
LFMH,LFMH,2019-09-12 21:00,57.20,48.20,71.83,M,3.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFMH 122100Z AUTO VRB03KT CAVOK 14/09 Q1032,M
LFMH,LFMH,2019-09-12 21:30,55.40,50.00,81.99,0.00,0.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFMH 122130Z AUTO 00000KT CAVOK 13/10 Q1032,M
LFMH,LFMH,2019-09-12 22:00,53.60,50.00,87.56,M,1.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFMH 122200Z AUTO VRB01KT CAVOK 12/10 Q1032,M
LFMH,LFMH,2019-09-12 22:30,51.80,48.20,87.47,M,1.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFMH 122230Z AUTO VRB01KT CAVOK 11/09 Q1032,M
LFMH,LFMH,2019-09-12 23:00,51.80,48.20,87.47,40.00,3.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFMH 122300Z AUTO 04003KT CAVOK 11/09 Q1032,M
LFMH,LFMH,2019-09-12 23:30,51.80,48.20,87.47,180.00,2.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFMH 122330Z AUTO 18002KT CAVOK 11/09 Q1032,M
LFMI,LFMI,2019-09-12 00:00,69.80,44.60,40.29,330.00,14.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,LFMI 120000Z AUTO 33014KT CAVOK 21/07 Q1023 TEMPO 34020G30KT,M
LFMI,LFMI,2019-09-12 00:30,69.80,44.60,40.29,340.00,11.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,LFMI 120030Z AUTO 34011KT CAVOK 21/07 Q1023 NOSIG,M
LFMI,LFMI,2019-09-12 01:00,68.00,44.60,42.85,360.00,7.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,LFMI 120100Z AUTO 36007KT 330V030 CAVOK 20/07 Q1023 NOSIG,M
LFMI,LFMI,2019-09-12 01:30,68.00,44.60,42.85,330.00,9.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,LFMI 120130Z AUTO 33009KT CAVOK 20/07 Q1023 NOSIG,M
LFMI,LFMI,2019-09-12 02:00,68.00,44.60,42.85,340.00,8.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,LFMI 120200Z AUTO 34008KT CAVOK 20/07 Q1023 NOSIG,M
LFMI,LFMI,2019-09-12 02:30,66.20,46.40,48.83,350.00,11.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LFMI 120230Z AUTO 35011KT CAVOK 19/08 Q1023 NOSIG,M
LFMI,LFMI,2019-09-12 03:00,66.20,46.40,48.83,350.00,12.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LFMI 120300Z AUTO 35012KT CAVOK 19/08 Q1023 NOSIG,M
LFMI,LFMI,2019-09-12 03:30,62.60,48.20,59.26,10.00,6.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFMI 120330Z AUTO 01006KT CAVOK 17/09 Q1024 NOSIG,M
LFMI,LFMI,2019-09-12 04:00,62.60,48.20,59.26,10.00,8.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFMI 120400Z AUTO 01008KT CAVOK 17/09 Q1024 NOSIG,M
LFMI,LFMI,2019-09-12 04:30,60.80,48.20,63.15,20.00,6.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFMI 120430Z AUTO 02006KT CAVOK 16/09 Q1024 NOSIG,M
LFMI,LFMI,2019-09-12 05:00,59.00,48.20,67.33,30.00,4.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFMI 120500Z AUTO 03004KT CAVOK 15/09 Q1025 NOSIG,M
LFMI,LFMI,2019-09-12 05:30,60.80,48.20,63.15,10.00,5.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFMI 120530Z AUTO 01005KT CAVOK 16/09 Q1025 NOSIG,M
LFMI,LFMI,2019-09-12 06:00,62.60,48.20,59.26,360.00,8.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFMI 120600Z AUTO 36008KT CAVOK 17/09 Q1025 NOSIG,M
LFMI,LFMI,2019-09-12 06:30,66.20,48.20,52.25,10.00,9.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LFMI 120630Z AUTO 01009KT CAVOK 19/09 Q1026 NOSIG,M
LFMI,LFMI,2019-09-12 07:00,68.00,48.20,49.10,10.00,7.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,LFMI 120700Z AUTO 01007KT CAVOK 20/09 Q1026 NOSIG,M
LFMI,LFMI,2019-09-12 07:30,69.80,50.00,49.37,350.00,9.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,LFMI 120730Z AUTO 35009KT CAVOK 21/10 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 08:00,73.40,50.00,43.69,10.00,7.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,LFMI 120800Z AUTO 01007KT 340V040 CAVOK 23/10 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 08:30,75.20,51.80,43.97,20.00,6.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LFMI 120830Z AUTO 02006KT 360V060 CAVOK 24/11 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 09:00,77.00,51.80,41.42,20.00,6.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFMI 120900Z AUTO 02006KT 350V060 CAVOK 25/11 Q1028 NOSIG,M
LFMI,LFMI,2019-09-12 09:30,78.80,53.60,41.69,40.00,4.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LFMI 120930Z AUTO 04004KT 330V100 CAVOK 26/12 Q1028 NOSIG,M
LFMI,LFMI,2019-09-12 10:00,80.60,55.40,41.97,M,3.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.53,LFMI 121000Z AUTO VRB03KT CAVOK 27/13 Q1028 NOSIG,M
LFMI,LFMI,2019-09-12 10:30,82.40,55.40,39.58,M,3.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.75,LFMI 121030Z AUTO VRB03KT CAVOK 28/13 Q1028 NOSIG,M
LFMI,LFMI,2019-09-12 11:00,84.20,53.60,34.97,M,2.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.76,LFMI 121100Z AUTO VRB02KT CAVOK 29/12 Q1028 NOSIG,M
LFMI,LFMI,2019-09-12 11:30,84.20,53.60,34.97,M,2.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.76,LFMI 121130Z AUTO VRB02KT CAVOK 29/12 Q1028 BECMG 22012KT,M
LFMI,LFMI,2019-09-12 12:00,86.00,53.60,33.01,M,3.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.18,LFMI 121200Z AUTO VRB03KT CAVOK 30/12 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 12:30,87.80,53.60,31.17,340.00,3.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.72,LFMI 121230Z AUTO 34003KT 300V010 CAVOK 31/12 Q1027 BECMG 22012KT,M
LFMI,LFMI,2019-09-12 13:00,87.80,53.60,31.17,180.00,4.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.72,LFMI 121300Z AUTO 18004KT 100V230 CAVOK 31/12 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 13:30,87.80,55.40,33.29,180.00,10.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.11,LFMI 121330Z AUTO 18010KT CAVOK 31/13 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 14:00,86.00,57.20,37.62,190.00,10.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.97,LFMI 121400Z AUTO 19010KT 170V230 CAVOK 30/14 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 14:30,86.00,57.20,37.62,190.00,10.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.97,LFMI 121430Z AUTO 19010KT CAVOK 30/14 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 15:00,86.00,55.40,35.25,190.00,8.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.54,LFMI 121500Z AUTO 19008KT 170V230 CAVOK 30/13 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 15:30,84.20,55.40,37.35,200.00,11.00,0.00,30.33,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.08,LFMI 121530Z AUTO 20011KT 9999 NSC 29/13 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 16:00,82.40,53.60,37.07,200.00,10.00,0.00,30.33,M,6.21,M,FEW,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,81.46,LFMI 121600Z AUTO 20010KT 9999 FEW009 28/12 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 16:30,82.40,53.60,37.07,200.00,10.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.46,LFMI 121630Z AUTO 20010KT CAVOK 28/12 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 17:00,80.60,53.60,39.30,210.00,8.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.29,LFMI 121700Z AUTO 21008KT CAVOK 27/12 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 17:30,78.80,53.60,41.69,210.00,6.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LFMI 121730Z AUTO 21006KT 180V240 CAVOK 26/12 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 18:00,75.20,55.40,50.17,230.00,3.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LFMI 121800Z AUTO 23003KT 180V250 CAVOK 24/13 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 18:30,73.40,55.40,53.29,280.00,3.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,LFMI 121830Z AUTO 28003KT CAVOK 23/13 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 19:00,73.40,55.40,53.29,290.00,4.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,LFMI 121900Z AUTO 29004KT CAVOK 23/13 Q1027 NOSIG,M
LFMI,LFMI,2019-09-12 19:30,73.40,55.40,53.29,330.00,3.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,LFMI 121930Z AUTO 33003KT CAVOK 23/13 Q1028 NOSIG,M
LFMI,LFMI,2019-09-12 20:00,69.80,57.20,64.26,310.00,2.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,LFMI 122000Z AUTO 31002KT CAVOK 21/14 Q1028 NOSIG,M
LFMI,LFMI,2019-09-12 20:30,68.00,59.00,72.92,240.00,3.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,LFMI 122030Z AUTO 24003KT 200V260 CAVOK 20/15 Q1028 NOSIG,M
LFMI,LFMI,2019-09-12 21:00,68.00,59.00,72.92,170.00,2.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,LFMI 122100Z AUTO 17002KT CAVOK 20/15 Q1028 NOSIG,M
LFMI,LFMI,2019-09-12 21:30,68.00,57.20,68.35,M,2.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,LFMI 122130Z AUTO VRB02KT CAVOK 20/14 Q1028 NOSIG,M
LFMI,LFMI,2019-09-12 22:00,68.00,57.20,68.35,M,2.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,LFMI 122200Z AUTO VRB02KT CAVOK 20/14 Q1028 NOSIG,M
LFMI,LFMI,2019-09-12 22:30,66.20,57.20,72.74,0.00,0.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LFMI 122230Z AUTO 00000KT CAVOK 19/14 Q1028 NOSIG,M
LFMI,LFMI,2019-09-12 23:00,66.20,57.20,72.74,M,3.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LFMI 122300Z AUTO VRB03KT CAVOK 19/14 Q1028 NOSIG,M
LFMI,LFMI,2019-09-12 23:30,64.40,57.20,77.45,0.00,0.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,LFMI 122330Z AUTO 00000KT CAVOK 18/14 Q1028 NOSIG,M
LFMK,LFMK,2019-09-12 00:00,60.80,51.80,72.20,260.00,6.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFMK 120000Z AUTO 26006KT CAVOK 16/11 Q1028,M
LFMK,LFMK,2019-09-12 00:30,59.00,51.80,76.98,270.00,4.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFMK 120030Z AUTO 27004KT CAVOK 15/11 Q1028,M
LFMK,LFMK,2019-09-12 01:00,57.20,51.80,82.12,290.00,5.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFMK 120100Z AUTO 29005KT CAVOK 14/11 Q1028,M
LFMK,LFMK,2019-09-12 01:30,57.20,51.80,82.12,300.00,6.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFMK 120130Z AUTO 30006KT CAVOK 14/11 Q1028,M
LFMK,LFMK,2019-09-12 02:00,57.20,51.80,82.12,290.00,8.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFMK 120200Z AUTO 29008KT CAVOK 14/11 Q1028,M
LFMK,LFMK,2019-09-12 02:30,57.20,50.00,76.82,280.00,7.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFMK 120230Z AUTO 28007KT CAVOK 14/10 Q1028,M
LFMK,LFMK,2019-09-12 03:00,57.20,50.00,76.82,260.00,7.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFMK 120300Z AUTO 26007KT 220V290 CAVOK 14/10 Q1029,M
LFMK,LFMK,2019-09-12 03:30,59.00,50.00,72.01,280.00,8.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFMK 120330Z AUTO 28008KT CAVOK 15/10 Q1028 NOSIG,M
LFMK,LFMK,2019-09-12 04:00,57.20,50.00,76.82,280.00,9.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFMK 120400Z AUTO 28009KT CAVOK 14/10 Q1028 NOSIG,M
LFMK,LFMK,2019-09-12 04:30,57.20,50.00,76.82,270.00,9.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFMK 120430Z AUTO 27009KT CAVOK 14/10 Q1028 NOSIG,M
LFMK,LFMK,2019-09-12 05:00,57.20,50.00,76.82,270.00,8.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFMK 120500Z AUTO 27008KT 240V300 CAVOK 14/10 Q1029 NOSIG,M
LFMK,LFMK,2019-09-12 05:30,57.20,50.00,76.82,270.00,9.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFMK 120530Z AUTO 27009KT CAVOK 14/10 Q1029 NOSIG,M
LFMK,LFMK,2019-09-12 06:00,57.20,50.00,76.82,260.00,8.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFMK 120600Z AUTO 26008KT 230V290 CAVOK 14/10 Q1029 NOSIG,M
LFMK,LFMK,2019-09-12 06:30,59.00,51.80,76.98,270.00,7.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFMK 120630Z AUTO 27007KT CAVOK 15/11 Q1030 NOSIG,M
LFMK,LFMK,2019-09-12 07:00,60.80,51.80,72.20,270.00,10.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFMK 120700Z AUTO 27010KT CAVOK 16/11 Q1030 NOSIG,M
LFMK,LFMK,2019-09-12 07:30,62.60,51.80,67.75,270.00,13.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFMK 120730Z AUTO 27013KT 240V300 CAVOK 17/11 Q1030 NOSIG,M
LFMK,LFMK,2019-09-12 08:00,64.40,53.60,67.95,270.00,13.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,LFMK 120800Z AUTO 27013KT CAVOK 18/12 Q1030 NOSIG,M
LFMK,LFMK,2019-09-12 08:30,66.20,53.60,63.82,270.00,12.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LFMK 120830Z AUTO 27012KT 230V290 CAVOK 19/12 Q1031 NOSIG,M
LFMK,LFMK,2019-09-12 09:00,68.00,53.60,59.97,280.00,12.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,LFMK 120900Z AUTO 28012KT CAVOK 20/12 Q1031 NOSIG,M
LFMK,LFMK,2019-09-12 09:30,69.80,53.60,56.38,270.00,12.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,LFMK 120930Z AUTO 27012KT 240V300 CAVOK 21/12 Q1031 NOSIG,M
LFMK,LFMK,2019-09-12 10:00,71.60,53.60,53.03,280.00,12.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,LFMK 121000Z AUTO 28012KT 250V310 CAVOK 22/12 Q1031 NOSIG,M
LFMK,LFMK,2019-09-12 10:30,73.40,55.40,53.29,280.00,11.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,LFMK 121030Z AUTO 28011KT CAVOK 23/13 Q1031 NOSIG,M
LFMK,LFMK,2019-09-12 11:00,73.40,51.80,46.71,280.00,14.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,LFMK 121100Z AUTO 28014KT CAVOK 23/11 Q1030 NOSIG,M
LFMK,LFMK,2019-09-12 11:30,77.00,53.60,44.25,270.00,12.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFMK 121130Z AUTO 27012KT 240V300 CAVOK 25/12 Q1030 NOSIG,M
LFMK,LFMK,2019-09-12 12:00,78.80,51.80,39.02,280.00,11.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LFMK 121200Z AUTO 28011KT 260V320 CAVOK 26/11 Q1030 NOSIG,M
LFMK,LFMK,2019-09-12 12:30,78.80,50.00,36.51,290.00,11.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LFMK 121230Z AUTO 29011KT CAVOK 26/10 Q1030 NOSIG,M
LFMK,LFMK,2019-09-12 13:00,78.80,50.00,36.51,290.00,11.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LFMK 121300Z AUTO 29011KT CAVOK 26/10 Q1029 NOSIG,M
LFMK,LFMK,2019-09-12 13:30,80.60,50.00,34.41,270.00,10.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,79.88,LFMK 121330Z AUTO 27010KT 230V300 CAVOK 27/10 Q1029 NOSIG,M
LFMK,LFMK,2019-09-12 14:00,80.60,50.00,34.41,270.00,10.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,79.88,LFMK 121400Z AUTO 27010KT 230V300 CAVOK 27/10 Q1029 NOSIG,M
LFMK,LFMK,2019-09-12 14:30,82.40,48.20,30.35,250.00,8.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.80,LFMK 121430Z AUTO 25008KT 200V280 CAVOK 28/09 Q1029 NOSIG,M
LFMK,LFMK,2019-09-12 15:00,82.40,48.20,30.35,280.00,8.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.80,LFMK 121500Z AUTO 28008KT 240V320 CAVOK 28/09 Q1028 NOSIG,M
LFMK,LFMK,2019-09-12 15:30,80.60,48.20,32.18,260.00,9.00,0.00,30.36,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,79.71,LFMK 121530Z AUTO 26009KT 230V290 CAVOK 27/09 Q1028 NOSIG,M
